Id,SalePrice
1620,150161.439
1621,137962.424
1622,153468.099
1623,295567.778
1624,213745.784
1625,132097.416
1626,171995.822
1627,187981.704
1628,283564.074
1629,175837.07
1630,349643.565
1631,226499.406
1632,247679.678
1633,168862.677
1634,181652.81
1635,179230.774
1636,160076.116
1637,176530.478
1638,213924.559
1639,178837.41
1640,248084.745
1641,182730.678
1642,221870.325
1643,225916.832
1644,227514.763
1645,178322.595
1646,154276.293
1647,162370.483
1648,142870.784
1649,140551.338
1650,121889.509
1651,124499.155
1652,92464.35
1653,98495.012
1654,155419.094
1655,157454.819
1656,150618.848
1657,153884.38
1658,153344.144
1659,146157.866
1660,145637.648
1661,436119.046
1662,386292.95
1663,376940.727
1664,444226.745
1665,316007.5
1666,332306.92
1667,356385.814
1668,328437.541
1669,300712.491
1670,336728.194
1671,262036.9
1672,460716.41
1673,302013.392
1674,253033.911
1675,188318.835
1676,191074.023
1677,212395.854
1678,457407.492
1679,380991.856
1680,324546.688
1681,270220.923
1682,303893.343
1683,187683.216
1684,171504.46
1685,173546.949
1686,167287.212
1687,167770.055
1688,186713.107
1689,189440.891
1690,184564.487
1691,173245.625
1692,268666.358
1693,170366.663
1694,184495.437
1695,170466.048
1696,263959.772
1697,172746.83
1698,345614.486
1699,327286.725
1700,240090.966
1701,264063.933
1702,252798.446
1703,250472.155
1704,295763.363
1705,236037.576
1706,433514.724
1707,221983.695
1708,218249.203
1709,281325.549
1710,225048.518
1711,263795.872
1712,235386.567
1713,246126.195
1714,224238.839
1715,201439.597
1716,176512.783
1717,165945.529
1718,143292.743
1719,204095.671
1720,252237.906
1721,166047.733
1722,133831.506
1723,156155.377
1724,213875.389
1725,230613.102
1726,185911.653
1727,171137.744
1728,187548.447
1729,164859.197
1730,163112.846
1731,122278.191
1732,133435.931
1733,127526.012
1734,132709.28
1735,133003.899
1736,116328.623
1737,367824.183
1738,219319.229
1739,267129.246
1740,189364.469
1741,182056.224
1742,173550.584
1743,174213.24
1744,318976.682
1745,241907.82
1746,273047.096
1747,218428.327
1748,205176.195
1749,161735.857
1750,150624.541
1751,229972.298
1752,124006.891
1753,144246.697
1754,218166.184
1755,165062.223
1756,122327.327
1757,120849.89
1758,148130.079
1759,172437.965
1760,160586.252
1761,154612.165
1762,172865.314
1763,167549.424
1764,118649.781
1765,172812.679
1766,170115.165
1767,204365.194
1768,140656.775
1769,166504.303
1770,140761.584
1771,138938.115
1772,141986.604
1773,142932.548
1774,131814.705
1775,133150.893
1776,122004.871
1777,120126.443
1778,130797.543
1779,116285.819
1780,178791.274
1781,132092.28
1782,100479.302
1783,130296.228
1784,97790.345
1785,115050.154
1786,148034.14
1787,167338.877
1788,62657.913
1789,93994.963
1790,90986.771
1791,171664.495
1792,155209.676
1793,137234.111
1794,142128.059
1795,138933.979
1796,119667.633
1797,114109.924
1798,126867.979
1799,116022.468
1800,125809.689
1801,129768.573
1802,153922.565
1803,153282.588
1804,141030.833
1805,135638.45
1806,112151.187
1807,147376.772
1808,118991.178
1809,127433.811
1810,146779.78
1811,115294.836
1812,116173.559
1813,121592.057
1814,101719.549
1815,60630.372
1816,102718.688
1817,122693.702
1818,132720.18
1819,116277.183
1820,81701.6
1821,123451.65
1822,150187.324
1823,60809.305
1824,135689.804
1825,135582.529
1826,103133.376
1827,108702.604
1828,136521.367
1829,112753.154
1830,144571.83
1831,170941.978
1832,109725.901
1833,149515.509
1834,134936.314
1835,176854.414
1836,128854.584
1837,103338.342
1838,137236.835
1839,89143.473
1840,167821.606
1841,151575.684
1842,89702.852
1843,142085.72
1844,137530.165
1845,139309.77
1846,150954.124
1847,147697.075
1848,65700.341
1849,119177.395
1850,130936.647
1851,150134.223
1852,126807.903
1853,135925.441
1854,174449.31
1855,144764.813
1856,223611.245
1857,163061.342
1858,139431.553
1859,121582.262
1860,155362.988
1861,121463.638
1862,269469.758
1863,266670.18
1864,266670.18
1865,327970.487
1866,330645.286
1867,241578.837
1868,304567.934
1869,194093.399
1870,248093.8
1871,256244.191
1872,170460.146
1873,226679.736
1874,139862.62
1875,204086.412
1876,193854.059
1877,208605.606
1878,210191.765
1879,133713.902
1880,136605.846
1881,236741.204
1882,259418.385
1883,197072.187
1884,219364.52
1885,259035.234
1886,303354.15
1887,200737.903
1888,278491.514
1889,164027.195
1890,135551.32
1891,142335.689
1892,111751.226
1893,136934.145
1894,128404.793
1895,149611.879
1896,122428.059
1897,117702.242
1898,108118.396
1899,128924.874
1900,148838.699
1901,164915.092
1902,132995.099
1903,220237.246
1904,137416.524
1905,178709.677
1906,153922.597
1907,200743.026
1908,116944.691
1909,135385.186
1910,126057.092
1911,194198.716
1912,264250.363
1913,145181.49
1914,64752.75
1915,334676.86
1916,73508.174
1917,257350.247
1918,136500.823
1919,156952.052
1920,155865.656
1921,408305.919
1922,330749.88
1923,205848.649
1924,239093.59
1925,225471.307
1926,382191.994
1927,140646.25
1928,158692.246
1929,125655.811
1930,128658.381
1931,139946.347
1932,136139.809
1933,173577.398
1934,181317.806
1935,176319.776
1936,190410.444
1937,181359.755
1938,167849.234
1939,248470.655
1940,199960.183
1941,177154.138
1942,192143.648
1943,197292.869
1944,319595.615
1945,370424.01
1946,163574.219
1947,313005.571
1948,168887.921
1949,245286.08
1950,178768.66
1951,261808.008
1952,243911.355
1953,165868.115
1954,209091.424
1955,129834.05
1956,278061.951
1957,164084.534
1958,307913.993
1959,142856.544
1960,117402.766
1961,120524.14
1962,94599.7
1963,104707.95
1964,111934.749
1965,153795.347
1966,158330.042
1967,294007.822
1968,392719.815
1969,377414.68
1970,418954.174
1971,416097.529
1972,358677.065
1973,271206.442
1974,317199.605
1975,456023.646
1976,276694.004
1977,355971.719
1978,352055.275
1979,332172.739
1980,192970.624
1981,337295.63
1982,234041.122
1983,222504.642
1984,168472.547
1985,208945.23
1986,212816.247
1987,184892.156
1988,178258.936
1989,186664.759
1990,220053.392
1991,217037.592
1992,213337.632
1993,173504.822
1994,244785.84
1995,183355.994
1996,255448.667
1997,322628.593
1998,347246.065
1999,252576.491
2000,304625.916
2001,266775.45
2002,234276.31
2003,253280.785
2004,263633.879
2005,230839.683
2006,220845.79
2007,245586.795
2008,211736.0
2009,190529.586
2010,190681.259
2011,151096.917
2012,180566.232
2013,180965.058
2014,189196.188
2015,196587.772
2016,193332.647
2017,206693.442
2018,124897.709
2019,134924.444
2020,118319.958
2021,117487.48
2022,177158.891
2023,154790.648
2024,222193.512
2025,366589.783
2026,184517.878
2027,148285.266
2028,152518.529
2029,171567.97
2030,278153.112
2031,256340.88
2032,277149.994
2033,271436.06
2034,163866.507
2035,205203.297
2036,189402.073
2037,194562.834
2038,326017.655
2039,209532.385
2040,392853.771
2041,286123.36
2042,205394.314
2043,168747.811
2044,171831.678
2045,235266.07
2046,136343.992
2047,154871.695
2048,134048.524
2049,135363.383
2050,171083.922
2051,105867.734
2052,137050.228
2053,144081.55
2054,87371.948
2055,160766.296
2056,126980.335
2057,128673.042
2058,217396.086
2059,127437.555
2060,163028.44
2061,174644.9
2062,139172.525
2063,114113.93
2064,140050.119
2065,121948.581
2066,167953.512
2067,128404.03
2068,136955.118
2069,85736.893
2070,109819.951
2071,95888.162
2072,136620.442
2073,135908.42
2074,182700.047
2075,146665.873
2076,123231.638
2077,149863.813
2078,131784.073
2079,130250.304
2080,115240.835
2081,121652.016
2082,131089.885
2083,148175.816
2084,112414.809
2085,134158.988
2086,113436.889
2087,120814.142
2088,107251.957
2089,94632.754
2090,134721.645
2091,127805.682
2092,137470.778
2093,140242.481
2094,139154.775
2095,149152.691
2096,89762.519
2097,98986.114
2098,149743.905
2099,62809.324
2100,114389.645
2101,123872.082
2102,145797.829
2103,106028.287
2104,133584.634
2105,131472.333
2106,79252.014
2107,249385.461
2108,119161.961
2109,114003.252
2110,121383.463
2111,157730.645
2112,136760.755
2113,119251.184
2114,110665.954
2115,149900.414
2116,114479.598
2117,143918.216
2118,118887.296
2119,109386.969
2120,113401.605
2121,116136.283
2122,103844.988
2123,92012.209
2124,188602.321
2125,133378.07
2126,159477.429
2127,149253.858
2128,132968.305
2129,103855.464
2130,144213.546
2131,157961.26
2132,113819.534
2133,114580.832
2134,118386.527
2135,105477.097
2136,82599.368
2137,117444.138
2138,137481.014
2139,152897.952
2140,137142.765
2141,138726.962
2142,139348.404
2143,146047.995
2144,115835.965
2145,136248.935
2146,151147.938
2147,161196.241
2148,127223.409
2149,135160.911
2150,235958.563
2151,135427.866
2152,172318.638
2153,160267.177
2154,109536.92
2155,127437.184
2156,224544.492
2157,241108.325
2158,235258.229
2159,220218.225
2160,171868.938
2161,251102.387
2162,434950.126
2163,341225.51
2164,256479.438
2165,177257.458
2166,144585.827
2167,205573.252
2168,212290.993
2169,193501.166
2170,219471.35
2171,144526.95
2172,140030.948
2173,157828.744
2174,240701.5
2175,312037.149
2176,322669.712
2177,255585.369
2178,224528.667
2179,146308.85
2180,189777.267
2181,193556.436
2182,228067.148
2183,194035.346
2184,138573.465
2185,129456.149
2186,143510.904
2187,149406.669
2188,156288.679
2189,184061.392
2190,84835.481
2191,89515.609
2192,94155.525
2193,98768.271
2194,102227.626
2195,112967.41
2196,108264.277
2197,113040.545
2198,159273.053
2199,161421.247
2200,130579.78
2201,131995.807
2202,191624.028
2203,161257.195
2204,175548.383
2205,114318.623
2206,136048.968
2207,240524.121
2208,230136.705
2209,190360.59
2210,126110.585
2211,114839.042
2212,112511.028
2213,102504.163
2214,146835.521
2215,105007.884
2216,148472.114
2217,71761.447
2218,89586.551
2219,72619.102
2220,83503.756
2221,334732.756
2222,255583.043
2223,261724.757
2224,214428.345
2225,140405.752
2226,183309.988
2227,198930.351
2228,281293.488
2229,237274.829
2230,160880.047
2231,213076.307
2232,178617.89
2233,175062.628
2234,254434.457
2235,200419.769
2236,274658.766
2237,353785.341
2238,201901.361
2239,122926.356
2240,163345.224
2241,152203.773
2242,136785.96
2243,139814.642
2244,96292.877
2245,92780.162
2246,146070.255
2247,103139.544
2248,125026.931
2249,126551.666
2250,138144.339
2251,125880.226
2252,176131.307
2253,155426.93
2254,178823.6
2255,191063.885
2256,182509.209
2257,193911.831
2258,173669.827
2259,178817.785
2260,151632.609
2261,190473.134
2262,205826.359
2263,330473.11
2264,428527.398
2265,171124.687
2266,293484.924
2267,358368.714
2268,374557.354
2269,163913.286
2270,183030.643
2271,252396.653
2272,203680.605
2273,164762.993
2274,172252.133
2275,163658.44
2276,170966.487
2277,182093.078
2278,155956.278
2279,121794.041
2280,117321.598
2281,177735.379
2282,175313.444
2283,96752.75
2284,109805.487
2285,153351.788
2286,129691.469
2287,339616.089
2288,271010.422
2289,377039.521
2290,420632.88
2291,316940.912
2292,400821.174
2293,451078.91
2294,392145.188
2295,437405.913
2296,281785.701
2297,312591.602
2298,322634.115
2299,372541.496
2300,319841.128
2301,279510.367
2302,230111.711
2303,242340.68
2304,244982.575
2305,185884.45
2306,186365.806
2307,188303.966
2308,220011.833
2309,284361.23
2310,225989.423
2311,193556.714
2312,175568.28
2313,174588.083
2314,176446.334
2315,172026.049
2316,184005.646
2317,178904.839
2318,172151.687
2319,176482.741
2320,179715.356
2321,253495.194
2322,167524.128
2323,181945.526
2324,166344.774
2325,221204.791
2326,166643.966
2327,215195.174
2328,220782.746
2329,183001.013
2330,178279.294
2331,348732.613
2332,395713.223
2333,314540.128
2334,258465.324
2335,260480.569
2336,335165.881
2337,198413.618
2338,281884.05
2339,231667.278
2340,384063.024
2341,217960.827
2342,238607.971
2343,220471.718
2344,235334.275
2345,241469.944
2346,219013.581
2347,195626.358
2348,227770.57
2349,156795.779
2350,286544.601
2351,260495.485
2352,240932.38
2353,208501.085
2354,132773.657
2355,160599.871
2356,153961.921
2357,199714.552
2358,198395.27
2359,123829.219
2360,120333.687
2361,138245.062
2362,265583.582
2363,141704.066
2364,151118.078
2365,221121.342
2366,193286.094
2367,227594.356
2368,203340.161
2369,225776.879
2370,169340.182
2371,168654.459
2372,171566.65
2373,266170.594
2374,299205.526
2375,241362.362
2376,267433.775
2377,351392.384
2378,134372.498
2379,197357.502
2380,143096.399
2381,162215.096
2382,186150.977
2383,213011.438
2384,241589.02
2385,150704.69
2386,141793.025
2387,134254.602
2388,101397.557
2389,126397.984
2390,135904.164
2391,134958.014
2392,113392.391
2393,162176.691
2394,146358.024
2395,196297.163
2396,150062.975
2397,201286.238
2398,124713.151
2399,61401.447
2400,60018.578
2401,115710.348
2402,136755.651
2403,133536.614
2404,142566.544
2405,159902.033
2406,135608.446
2407,128618.398
2408,137536.891
2409,135269.564
2410,164352.136
2411,122538.073
2412,155540.839
2413,140770.359
2414,133468.261
2415,130049.145
2416,127994.467
2417,131884.199
2418,124194.304
2419,131346.898
2420,126401.261
2421,149548.543
2422,121572.706
2423,130486.414
2424,151681.552
2425,167202.25
2426,126036.445
2427,139106.92
2428,172334.121
2429,115487.559
2430,130139.098
2431,116869.142
2432,136947.519
2433,143806.675
2434,144840.777
2435,153780.091
2436,106522.342
2437,109910.453
2438,121611.31
2439,113399.966
2440,122992.489
2441,107455.555
2442,105108.488
2443,115522.578
2444,126809.883
2445,89647.6
2446,134399.317
2447,222843.134
2448,143466.66
2449,113440.107
2450,157214.929
2451,124857.087
2452,216808.785
2453,98049.137
2454,123590.928
2455,103471.681
2456,141267.029
2457,116218.362
2458,112542.911
2459,111798.911
2460,138726.149
2461,117801.957
2462,136917.247
2463,118357.513
2464,158603.889
2465,130955.732
2466,116291.342
2467,156522.822
2468,93545.527
2469,92641.017
2470,176776.39
2471,209647.704
2472,171390.946
2473,118228.562
2474,105899.679
2475,228073.78
2476,110679.673
2477,132088.141
2478,160846.465
2479,116303.216
2480,135747.828
2481,123301.288
2482,134810.14
2483,117201.471
2484,123200.592
2485,125245.273
2486,152883.394
2487,181591.396
2488,152931.404
2489,148864.712
2490,152543.065
2491,91050.358
2492,181822.569
2493,136576.367
2494,167480.81
2495,100331.741
2496,218212.16
2497,149281.3
2498,117213.886
2499,92848.309
2500,131064.879
2501,133342.892
2502,148234.4
2503,100781.513
2504,185904.931
2505,218117.461
2506,255391.79
2507,318018.233
2508,254388.427
2509,217893.292
2510,230397.686
2511,187833.859
2512,216579.672
2513,216799.312
2514,240504.522
2515,149525.833
2516,154728.848
2517,134533.491
2518,142990.904
2519,228669.739
2520,207931.718
2521,194585.344
2522,223264.019
2523,133925.603
2524,137779.095
2525,143862.488
2526,140154.575
2527,114769.624
2528,128097.662
2529,131720.416
2530,114619.94
2531,240825.089
2532,232059.756
2533,198765.092
2534,242542.595
2535,306119.133
2536,230052.54
2537,230256.575
2538,187394.005
2539,187710.176
2540,177253.743
2541,183224.928
2542,161993.028
2543,129472.611
2544,133161.416
2545,129264.305
2546,146476.416
2547,139414.184
2548,153567.408
2549,164733.683
2550,383772.431
2551,144389.41
2552,122051.822
2553,87889.021
2554,119925.893
2555,111178.071
2556,105914.625
2557,117462.983
2558,160313.29
2559,140442.743
2560,127027.411
2561,140258.826
2562,136157.875
2563,145842.634
2564,172649.293
2565,123304.348
2566,150556.655
2567,132641.286
2568,182255.193
2569,188166.466
2570,124141.763
2571,167564.43
2572,190322.149
2573,243234.152
2574,304338.205
2575,125437.61
2576,130915.824
2577,162107.08
2578,97164.826
2579,82677.043
2580,132560.089
2581,133639.234
2582,118030.281
2583,287283.732
2584,161488.45
2585,177936.713
2586,204217.835
2587,207586.664
2588,153853.998
2589,144356.495
2590,228475.424
2591,207608.607
2592,225090.276
2593,256578.786
2594,175589.744
2595,209471.337
2596,334212.34
2597,177885.264
2598,269817.22
2599,321940.42
2600,149738.956
2601,133506.588
2602,86023.554
2603,92878.325
2604,87830.658
2605,85150.543
2606,144193.205
2607,173525.21
2608,202600.657
2609,169860.506
2610,116287.037
2611,156976.316
2612,154298.787
2613,127772.433
2614,126269.941
2615,151199.97
2616,140136.575
2617,173359.48
2618,180448.797
2619,228254.58
2620,186349.922
2621,183446.799
2622,187046.742
2623,253948.949
2624,267238.72
2625,325251.278
2626,164498.391
2627,188467.948
2628,413519.393
2629,540648.091
2630,352005.265
2631,454634.543
2632,402463.419
2633,312124.108
2634,385571.46
2635,149805.073
2636,194701.317
2637,166036.044
2638,254402.535
2639,180048.373
2640,152586.327
2641,107731.307
2642,189930.22
2643,107473.663
2644,129028.828
2645,99108.174
2646,92136.95
2647,99274.25
2648,137411.576
2649,139688.861
2650,151969.262
2651,153657.574
2652,431993.84
2653,252847.902
2654,246168.349
2655,359087.26
2656,315513.84
2657,337306.483
2658,284542.235
2659,301341.663
2660,319952.351
2661,331675.873
2662,339083.382
2663,278155.87
2664,282283.971
2665,313583.349
2666,285201.88
2667,168920.446
2668,180298.649
2669,177164.456
2670,288142.637
2671,181328.749
2672,180899.617
2673,203662.765
2674,203171.946
2675,172929.384
2676,187896.397
2677,197068.244
2678,258306.028
2679,280242.986
2680,271138.45
2681,406294.354
2682,328837.271
2683,509839.8
2684,308841.706
2685,343262.389
2686,261110.621
2687,329988.628
2688,231228.566
2689,214992.879
2690,463622.033
2691,185485.625
2692,139079.276
2693,191226.812
2694,135875.868
2695,192948.657
2696,188130.689
2697,189441.07
2698,198782.64
2699,179538.025
2700,166841.069
2701,147436.323
2702,114968.838
2703,137070.167
2704,140062.287
2705,128955.948
2706,118797.121
2707,123741.719
2708,136330.75
2709,112795.768
2710,126435.593
2711,278468.612
2712,366130.756
2713,178455.798
2714,149327.442
2715,171874.869
2716,166300.228
2717,182986.243
2718,232766.568
2719,157477.89
2720,165955.285
2721,143133.17
2722,164642.838
2723,145049.54
2724,129252.39
2725,137973.959
2726,148010.106
2727,167037.686
2728,168697.159
2729,156442.788
2730,146538.275
2731,120234.66
2732,117895.743
2733,159640.147
2734,143694.853
2735,135101.15
2736,143592.255
2737,123654.852
2738,134118.04
2739,159514.002
2740,136413.31
2741,149177.919
2742,151199.062
2743,149844.262
2744,146019.837
2745,138024.017
2746,134509.209
2747,157093.898
2748,125214.317
2749,130425.432
2750,135072.593
2751,130849.153
2752,231409.505
2753,152895.415
2754,194610.793
2755,125867.834
2756,98100.273
2757,73492.869
2758,90751.228
2759,155322.467
2760,140323.353
2761,148508.074
2762,146983.7
2763,186576.903
2764,169866.355
2765,261054.775
2766,145447.285
2767,91588.277
2768,127578.89
2769,126371.806
2770,154312.625
2771,119773.03
2772,124608.18
2773,146010.674
2774,140573.047
2775,136947.067
2776,146720.849
2777,150823.569
2778,125966.786
2779,125683.511
2780,107873.166
2781,104758.067
2782,99283.936
2783,105975.583
2784,129605.447
2785,140059.237
2786,82690.61
2787,116512.98
2788,89914.06
2789,221828.104
2790,94261.842
2791,117993.328
2792,83883.924
2793,166241.019
2794,103734.814
2795,116210.049
2796,101516.52
2797,186143.971
2798,125369.645
2799,118473.178
2800,79199.609
2801,113137.273
2802,139579.225
2803,156280.032
2804,143366.005
2805,95506.483
2806,96144.624
2807,152842.956
2808,148788.298
2809,133943.701
2810,137386.202
2811,158611.333
2812,144748.847
2813,152914.967
2814,160361.755
2815,98467.538
2816,251798.575
2817,134883.552
2818,133216.83
2819,178132.641
2820,132159.106
2821,105600.381
2822,186033.317
2823,224031.588
2824,177218.635
2825,149944.129
2826,134408.607
2827,143851.006
2828,209041.595
2829,173653.067
2830,232158.485
2831,192103.318
2832,217491.344
2833,293777.809
2834,218307.478
2835,218184.247
2836,194102.105
2837,164833.27
2838,146426.259
2839,181022.29
2840,192722.021
2841,203833.08
2842,222433.581
2843,148659.044
2844,155274.967
2845,125004.076
2846,213573.99
2847,199478.222
2848,220353.928
2849,211861.414
2850,283406.232
2851,236943.037
2852,226475.025
2853,234720.003
2854,139177.133
2855,197530.863
2856,210167.949
2857,191076.388
2858,197021.78
2859,143576.855
2860,127339.376
2861,128815.875
2862,193020.624
2863,121145.828
2864,259750.267
2865,141470.17
2866,133995.475
2867,96696.895
2868,114260.689
2869,124438.569
2870,161493.34
2871,109445.077
2872,63171.892
2873,105269.766
2874,143534.342
2875,114308.898
2876,160219.281
2877,144292.301
2878,166448.814
2879,148551.211
2880,106023.257
2881,147122.192
2882,163143.423
2883,169934.416
2884,180020.85
2885,184328.888
2886,196781.096
2887,103817.541
2888,125713.242
2889,63064.202
2890,89613.304
2891,135697.313
2892,61507.81
2893,109301.708
2894,65076.253
2895,321290.893
2896,288448.648
2897,197056.328
2898,149803.726
2899,232709.968
2900,159024.221
2901,192329.987
2902,185008.826
2903,343923.794
2904,350809.637
2905,117268.367
2906,199687.875
2907,116188.109
2908,129032.101
2909,142407.978
2910,84587.55
2911,85958.054
2912,155922.645
2913,90258.581
2914,85182.8
2915,85984.2
2916,86289.731
2917,153848.448
2918,113737.32
2919,226749.551
